tick,seq,t_ms,u1,u2,u3,u4,u5,u6,u7,u8,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32
11,11,54054.2631,0,0,0,0,0,0,0,0,3.29094692e-05,2.27613818e-05,1.08999257e-05,2.1271635e-05,2.70719665e-05,4.50990556e-05,4.35172478e-05,2.71965237e-05,4.93348198e-05,2.94702168e-05,3.4361954e-05,3.44656291e-05,3.23935492e-05,4.39269024e-05,1.00999414e-05,4.3969907e-05,1.26656068e-05,1.36846147e-05,3.2951255e-05,6.08562004e-05,2.1914364e-05,3.3676657e-05,7.50966065e-05,4.80835552e-05,3.77103388e-05,5.35074178e-05,1.38366295e-05,2.80040895e-05,4.47223756e-05,2.76853571e-05,2.39979399e-05,4.62869757e-05
12,12,54064.7403,0,0,0,0,0,0,0,0,1.33494068e-05,1.87542682e-05,6.80553558e-06,8.50002016e-06,1.16131923e-05,7.04762169e-06,4.65124685e-05,1.87982059e-05,1.79874532e-05,2.17538909e-05,2.32830535e-05,2.63776401e-05,2.8761011e-05,3.27107191e-05,1.39363674e-05,3.68303117e-05,5.94349558e-06,1.32417881e-05,1.1863347e-05,3.05915528e-05,1.09152343e-05,1.58439725e-05,9.24689448e-05,2.65285416e-05,3.4479217e-05,2.11967108e-05,2.52835489e-05,1.62398392e-05,3.53918585e-05,2.67175819e-05,1.72288201e-05,2.56090952e-05
13,13,54074.7767,0,0,0,0,0,0,0,0,1.09507255e-05,1.49238558e-05,1.23639584e-05,1.75309597e-05,1.1123987e-05,1.42360932e-05,5.17642839e-05,1.56554452e-05,1.31002025e-05,1.60628406e-05,1.76371486e-05,1.94182412e-05,2.07663252e-05,2.48565011e-05,1.9989493e-05,3.0414707e-05,1.03125058e-05,1.80920761e-05,2.7648608e-05,1.73247954e-05,1.29277687e-05,1.07709284e-05,5.94603189e-05,1.5090759e-05,2.53418129e-05,1.87415317e-05,2.29023426e-05,1.55576581e-05,2.65311046e-05,2.04202097e-05,1.65563833e-05,1.72259697e-05
14,14,54083.308,0,0,0,0,0,0,0,0,4.07573316e-05,3.59915502e-05,3.1117379e-05,2.05807246e-05,3.25912297e-05,4.7854468e-05,9.36932411e-05,4.52142449e-05,2.14391202e-05,3.45910485e-05,2.65634517e-05,4.05730425e-05,3.04846762e-05,4.25855396e-05,2.43396062e-05,4.01577163e-05,2.90360713e-05,3.81448008e-05,1.82269869e-05,2.55639879e-05,2.49095046e-05,2.89261006e-05,0.000155499845,3.41390078e-05,3.71686547e-05,1.85420795e-05,2.2876302e-05,2.97938859e-05,3.90279347e-05,3.19425926e-05,2.72959478e-05,2.71328536e-05
15,15,54093.9035,0,0,0,0,0,0,0,0,5.39427419e-05,6.23737724e-05,7.04609192e-05,6.5277869e-05,4.65289486e-05,0.000103476988,4.88794103e-05,0.000112877104,3.63523468e-05,5.00868045e-05,4.74926637e-05,5.20823851e-05,4.95155546e-05,6.13982629e-05,3.81563332e-05,5.84991831e-05,7.02587422e-05,7.35364956e-05,7.99398113e-05,1.50854275e-05,4.755595e-05,8.50016513e-05,0.000348004774,3.36245466e-05,5.3353946e-05,3.78839504e-05,3.54355216e-05,5.10354403e-05,5.95820929e-05,5.12217157e-05,4.37257258e-05,4.52716558e-05
16,16,54103.92,0,0,0,0,0,0,0,0,6.40145954e-05,7.4541902e-05,0.000103896229,8.0926693e-05,7.13827903e-05,0.000108213026,2.83859536e-05,0.000113769631,8.23411901e-05,7.14237249e-05,7.50347244e-05,7.51021726e-05,6.60508886e-05,7.93167637e-05,5.98204388e-05,6.44885222e-05,9.28920708e-05,9.46497967e-05,0.000110504428,8.00876078e-05,7.44322097e-05,0.000105771207,8.22102302e-05,5.79955486e-05,5.52401907e-05,8.79812433e-05,5.28939927e-05,7.89841433e-05,7.26374565e-05,7.41816693e-05,6.36775148e-05,7.02970792e-05
17,17,54114.4279,0,0,0,0,0,0,0,0,6.10182396e-05,6.54255637e-05,8.13756851e-05,6.59643338e-05,5.1547624e-05,9.85523002e-05,3.50138944e-05,9.84644503e-05,4.61587806e-05,5.65382688e-05,5.14323801e-05,5.75678496e-05,5.24592506e-05,7.10166933e-05,3.52479001e-05,5.44341674e-05,7.01672325e-05,7.77287132e-05,8.42064328e-05,4.71934e-05,6.02326581e-05,8.46992552e-05,9.80697587e-05,4.92496329e-05,4.88496262e-05,4.22831145e-05,3.46963243e-05,5.50007462e-05,6.10699935e-05,5.47044765e-05,4.85432793e-05,5.25753858e-05
18,18,54122.6834,0,0,0,0,0,0,0,0,7.00691526e-05,6.78137148e-05,8.2403858e-05,7.29023595e-05,5.63271969e-05,0.000101960039,8.48658819e-05,0.000111439607,3.95190036e-05,5.82887951e-05,5.6247809e-05,5.69898111e-05,5.63083231e-05,7.52111009e-05,3.76340286e-05,5.51539379e-05,7.49134269e-05,8.80908774e-05,9.24142878e-05,3.41279519e-05,6.91009191e-05,9.13179683e-05,0.000194019449,5.71732053e-05,4.63341057e-05,4.21164441e-05,3.9233073e-05,6.22482039e-05,6.58277859e-05,6.39942009e-05,5.52924357e-05,5.6467783e-05
19,19,54132.7478,0,0,0,0,0,0,0,0,9.64253486e-05,9.72992857e-05,0.000115166273,0.000111745627,9.81052435e-05,0.000137306051,0.000153936315,0.000146289443,8.06150783e-05,8.5900203e-05,9.0746209e-05,8.35416577e-05,8.71144293e-05,8.3431587e-05,9.13462427e-05,8.81517262e-05,0.000118235519,0.000123185513,0.00012989383,6.60707447e-05,0.000103936894,0.000140530174,0.000171877342,8.52815574e-05,7.42838238e-05,6.98243603e-05,8.90114534e-05,0.000102619604,8.94124823e-05,9.17010184e-05,8.15861495e-05,7.93379295e-05
20,20,54143.7819,0,0,0,0,0,0,0,0,9.29991511e-05,0.000103529783,0.0001195269,0.00011784149,9.79404431e-05,0.000103007282,0.000208986574,0.000118033378,0.000105858577,9.75609946e-05,0.00011496582,9.75970106e-05,0.000111077854,0.000118890901,0.00010955859,0.000115372706,0.00011540376,0.000114536393,0.000129777371,9.98890682e-05,0.000100725476,0.000122496451,0.000299955427,8.52890516e-05,0.000104232713,0.000102963226,0.000100509526,0.000116628093,0.000109548964,0.000115103656,9.4991221e-05,0.000106224092
21,21,54152.7645,0,0,0,0,0,0,0,0,8.76984122e-05,0.000102794467,0.000108532149,0.000123768288,9.37804289e-05,0.000100817313,0.000173689681,0.000114822935,9.12628821e-05,9.36189826e-05,9.69607499e-05,9.03856344e-05,0.000100269324,0.000109577544,8.85816335e-05,9.68297536e-05,0.00010852392,0.000107366563,0.000132817702,8.12689977e-05,9.69897374e-05,0.000119720178,0.000346017594,7.81882627e-05,9.13281838e-05,8.94959667e-05,8.02228242e-05,0.000105502346,9.76857555e-05,0.000103611703,8.67167182e-05,9.88307875e-05
22,22,54163.8382,0,0,0,0,0,0,0,0,3.98084485e-05,5.03225201e-05,8.67110793e-05,6.96546049e-05,8.74930847e-05,8.17676628e-05,0.00017316571,8.30996578e-05,6.18713311e-05,5.43407259e-05,4.82780815e-05,5.36423795e-05,5.57372878e-05,6.74998155e-05,3.0513942e-05,5.54590843e-05,6.11057912e-05,8.67702256e-05,8.36195468e-05,7.9823003e-05,5.82091088e-05,9.73826754e-05,0.000241415968,5.0694005e-05,4.72157008e-05,5.35921281e-05,2.55489049e-05,7.22458863e-05,5.5801811e-05,5.17043118e-05,4.17676856e-05,5.9534359e-05
23,23,54173.4781,0,0,0,0,0,0,0,0,9.61458682e-06,1.47033861e-05,3.50801492e-05,2.74326831e-05,2.44912735e-05,3.96723008e-05,9.32883922e-05,2.5696625e-05,2.38670473e-05,1.84513156e-05,1.75042587e-05,1.72340788e-05,2.07526609e-05,3.66154854e-05,1.21962576e-05,2.41754587e-05,2.68526328e-05,3.06759612e-05,3.8946775e-05,3.11871117e-05,1.73526278e-05,4.38909592e-05,0.000175488618,1.4849099e-05,1.40242164e-05,1.87619771e-05,8.11332393e-06,2.28544559e-05,1.78895243e-05,1.78263781e-05,1.31232091e-05,2.17461074e-05
24,24,54182.9655,0,0,0,0,0,0,0,0,1.90463852e-05,1.70408366e-05,1.65198599e-05,4.93421794e-06,8.48312629e-06,1.43841953e-05,5.78564868e-05,1.08430495e-05,1.44716514e-05,2.39882775e-05,2.37663753e-05,1.85552926e-05,1.47858273e-05,1.27029034e-05,1.23676264e-05,2.52718346e-05,1.12129883e-05,1.13279248e-05,1.17670152e-05,2.2410406e-05,1.08199938e-05,1.70842268e-05,0.00011581427,1.68771221e-05,1.62783963e-05,1.85500776e-05,1.44185442e-05,1.48754989e-05,1.79822837e-05,2.12123487e-05,2.28985427e-05,1.58778039e-05
25,25,54191.9865,0,0,0,0,0,0,0,0,1.64697358e-05,1.41997871e-05,1.7936658e-05,2.19111917e-05,2.3497616e-05,2.56599778e-05,7.327208e-05,2.51840556e-05,1.46202992e-05,1.53913606e-05,3.19566097e-05,1.50142314e-05,1.73870521e-05,1.89930852e-05,8.60188447e-06,3.61798629e-05,1.40028569e-05,2.00836566e-05,2.21862847e-05,1.76955637e-05,1.50552669e-05,2.18598034e-05,0.000317729922,1.49230627e-05,2.49054428e-05,2.20020702e-05,2.140785e-05,1.87827336e-05,2.83506415e-05,2.40052359e-05,2.16317276e-05,1.73674198e-05
26,26,54202.5953,0,0,0,0,0,0,0,0,4.28120402e-05,3.12414595e-05,8.55141207e-06,1.20593731e-05,9.58637884e-06,1.66684949e-05,6.03326043e-05,1.11989302e-05,1.90222599e-05,3.25971159e-05,5.025879e-05,3.48891845e-05,4.90359198e-05,4.92057698e-05,3.90880086e-05,6.77340722e-05,1.78611808e-05,8.49929529e-06,1.49742009e-05,1.87327314e-05,1.97513855e-05,1.39559415e-05,0.000107213913,3.57299177e-05,6.13532247e-05,3.13983473e-05,3.53027608e-05,1.42334557e-05,5.83924957e-05,5.12234001e-05,4.63626639e-05,3.54356453e-05
27,27,54212.6236,0,0,0,0,0,0,0,0,5.77472383e-05,5.32724516e-05,5.10347927e-05,5.04559684e-05,4.63525175e-05,8.52808371e-05,3.1517171e-05,7.3050127e-05,1.90283936e-05,4.69571605e-05,5.40029832e-05,4.67177379e-05,5.37405758e-05,6.18517515e-05,5.36189073e-05,6.56781631e-05,6.1752391e-05,4.99181951e-05,5.77074024e-05,1.85682238e-05,5.21373731e-05,6.64890322e-05,4.65245757e-05,4.71226595e-05,7.14048147e-05,2.14032643e-05,5.225532e-05,2.92700188e-05,6.36483528e-05,5.90569762e-05,5.5044351e-05,4.08230335e-05
28,28,54221.6129,0,0,0,0,0,0,0,0,7.79913462e-05,8.64595786e-05,8.70671065e-05,8.76638805e-05,6.99918019e-05,9.46242362e-05,0.0001476303,9.40762548e-05,7.05777129e-05,9.38966405e-05,9.48343077e-05,8.84932379e-05,9.6061216e-05,0.000110133413,0.000107871681,0.000104160819,7.62547133e-05,8.77993953e-05,7.98759793e-05,6.26724213e-05,7.66933663e-05,8.84612527e-05,5.08998637e-05,8.1756225e-05,0.000106639018,7.50389663e-05,0.000104040708,8.15781532e-05,0.000108309898,0.000102497113,9.70062902e-05,8.97347709e-05
29,29,54232.132,0,0,0,0,0,0,0,0,8.94872646e-05,0.000103595819,6.82382597e-05,0.000107429238,5.6074965e-05,9.60254838e-05,0.00025654459,0.000101108009,7.25649879e-05,9.1539725e-05,9.30623501e-05,8.39436034e-05,9.0405003e-05,9.78710232e-05,9.88727916e-05,9.50354515e-05,7.3852636e-05,8.5634063e-05,7.72846251e-05,5.4529839e-05,7.214371e-05,8.23520531e-05,9.902903e-06,7.51279513e-05,9.19235608e-05,7.69943144e-05,0.000100849786,8.39126296e-05,9.69023749e-05,9.79114047e-05,8.67101626e-05,8.56432671e-05
30,30,54241.1489,0,0,0,0,0,0,0,0,4.34719514e-05,3.86503707e-05,2.25670701e-05,4.5573277e-05,2.10158814e-05,4.3542288e-05,0.000309066556,5.10559112e-05,2.17687902e-05,3.76750104e-05,4.73723449e-05,3.60275371e-05,4.68359794e-05,5.12824627e-05,5.23561284e-05,5.20405083e-05,3.36040321e-05,3.37393467e-05,3.05722824e-05,1.33679732e-05,2.86011673e-05,3.18590428e-05,0.000213039588,3.10356299e-05,4.30850487e-05,3.79813864e-05,5.31704209e-05,2.77685122e-05,4.98693626e-05,5.41326008e-05,3.79420708e-05,3.77673387e-05
31,31,54251.3051,0,0,0,0,0,0,0,0,1.62346059e-05,2.21979772e-05,1.85203917e-05,1.95769571e-05,1.57042923e-05,2.70207547e-05,0.000323070795,1.54378122e-05,1.07841288e-05,1.29401596e-05,3.17553349e-05,1.56263959e-05,3.51080926e-05,4.44051402e-05,4.3506574e-05,4.89713675e-05,2.02353476e-05,1.19540719e-05,2.95292011e-05,1.38232044e-05,1.56600836e-05,2.12410323e-05,0.000193249711,1.2238299e-05,4.0407489e-05,1.49321531e-05,3.13325836e-05,1.09393823e-05,4.02462319e-05,3.90419627e-05,2.13523763e-05,2.07860994e-05
32,32,54260.821,0,0,0,0,0,0,0,0,6.90316811e-05,8.0843427e-05,8.05598829e-05,8.58446147e-05,5.27480588e-05,4.36943192e-05,0.000348153,4.36079827e-05,5.06988326e-05,5.30793914e-05,8.06792523e-05,5.37901433e-05,7.73487918e-05,7.17040457e-05,8.73871395e-05,7.52673513e-05,8.94080949e-05,4.63307188e-05,0.000105389707,2.6160882e-05,6.67943241e-05,5.62394889e-05,4.20098804e-05,5.20680587e-05,7.8027173e-05,5.89768752e-05,7.0529255e-05,5.31884252e-05,7.72486892e-05,8.65850016e-05,6.65156113e-05,6.29228161e-05
33,33,54272.3383,0,0,0,0,0,0,0,0,9.03699256e-05,0.00011045429,0.00010842544,0.000120720448,8.70906151e-05,7.29915628e-05,0.000334030658,3.82362778e-05,6.61422237e-05,7.2371753e-05,8.48678974e-05,7.34105197e-05,9.2767601e-05,7.51907501e-05,9.73218775e-05,8.84424371e-05,0.000108819084,5.77389146e-05,0.00011659757,5.64121074e-05,9.98302057e-05,7.23146222e-05,5.25419346e-05,8.85893096e-05,8.83223402e-05,7.51442349e-05,9.00594459e-05,6.84375409e-05,8.85991685e-05,9.04852641e-05,8.0166712e-05,8.22216389e-05
34,34,54281.3345,0,0,0,0,0,0,0,0,4.91334395e-05,6.45088076e-05,4.71552521e-05,7.20262324e-05,2.91465894e-05,2.72166653e-05,0.000270057848,2.84996077e-05,3.39572653e-05,3.22801097e-05,4.69648585e-05,3.96344039e-05,5.32143677e-05,4.94588458e-05,3.9628103e-05,5.65983428e-05,5.45566108e-05,2.48292035e-05,5.13717277e-05,2.38434168e-05,4.70248597e-05,2.87864877e-05,4.33584682e-05,3.86557185e-05,4.79614937e-05,3.72325339e-05,3.98904667e-05,2.75670845e-05,5.97795697e-05,5.16028485e-05,4.5118697e-05,4.52372587e-05
35,35,54291.854,0,0,0,0,0,0,0,0,3.2998043e-05,2.46846248e-05,3.81162572e-05,2.63535858e-05,3.14501522e-05,1.2890483e-05,0.000255617051,1.9662999e-05,5.6710549e-05,2.17068718e-05,4.77904468e-05,2.8273651e-05,3.90050118e-05,5.17764929e-05,1.62491342e-05,5.55108491e-05,3.6727015e-05,1.92267944e-05,2.70681212e-05,4.89577651e-05,3.12909469e-05,1.79784984e-05,7.60530384e-05,2.63966904e-05,3.42061212e-05,4.96530338e-05,1.20895347e-05,3.20740473e-05,5.45279254e-05,4.56698981e-05,3.11730983e-05,4.30120017e-05
36,36,54301.7603,0,0,0,0,0,0,0,0,1.39975637e-05,6.15737872e-06,2.01860857e-05,1.19169135e-05,1.80266325e-05,3.84479245e-05,0.000187497833,3.51108029e-05,4.18022246e-05,7.88228135e-06,1.99859296e-05,8.98305461e-06,1.43231682e-05,2.39585243e-05,1.40556403e-05,3.02112803e-05,1.87102432e-05,1.34273459e-05,2.28817262e-05,4.42431592e-05,1.45978593e-05,1.47595938e-05,0.000329304487,1.25066617e-05,1.61037024e-05,2.97183269e-05,7.86337023e-06,2.35418211e-05,2.84280486e-05,1.77721249e-05,9.98039104e-06,1.98806792e-05
37,37,54311.2369,0,0,0,0,0,0,0,0,1.88696959e-05,1.69397499e-05,1.37096895e-05,1.36030221e-05,1.4321301e-05,4.79565824e-05,6.15591052e-05,6.3661988e-05,1.27883341e-05,2.10328235e-05,1.09985958e-05,1.72050095e-05,1.4875367e-05,1.33643816e-05,1.63436525e-05,1.95911398e-05,1.26011582e-05,3.0610121e-05,1.77356451e-05,9.03355794e-06,1.85924528e-05,2.35554598e-05,0.000185718251,1.79673425e-05,1.71550328e-05,1.47855144e-05,2.38184202e-05,1.46604161e-05,1.79451872e-05,1.42202207e-05,1.48055988e-05,1.36324852e-05
38,38,54320.7582,0,0,0,0,0,0,0,0,2.85673959e-05,3.75981617e-05,5.88908688e-06,3.63534673e-05,1.44705436e-05,4.74880944e-05,1.18376693e-05,3.76392309e-05,7.46936485e-06,3.36486191e-05,1.85522676e-05,2.95258469e-05,2.108228e-05,1.89860784e-05,1.86009402e-05,1.95126395e-05,5.90953005e-06,2.85941405e-05,1.22689698e-05,1.42573863e-05,2.05613342e-05,1.66913924e-05,6.26464971e-05,2.83870395e-05,1.21869971e-05,1.85733807e-05,1.60129694e-05,2.23679381e-05,2.19751037e-05,2.21810988e-05,2.82386318e-05,2.72755096e-05
39,39,54330.8844,0,0,0,0,0,0,0,0,3.88490298e-05,4.65609482e-05,1.32270343e-05,4.75029483e-05,1.35313912e-05,3.26478694e-05,9.38598459e-05,1.68525039e-05,1.04899173e-05,2.32967323e-05,1.5791642e-05,2.41668495e-05,2.56579133e-05,2.99250205e-05,2.9775556e-05,2.7408445e-05,1.68035313e-05,1.70200892e-05,1.42322206e-05,1.19201331e-05,2.51621768e-05,1.29277905e-05,0.000124884871,2.81602024e-05,2.75644252e-05,1.28385727e-05,2.69872762e-05,1.20613413e-05,2.79579999e-05,2.19998528e-05,2.90205244e-05,2.4291252e-05
40,40,54339.6601,0,0,0,0,0,0,0,0,1.61271728e-05,2.72536854e-05,1.29926884e-05,3.00668071e-05,3.03465513e-05,1.13365204e-05,0.000138235686,2.11794777e-05,1.73466287e-05,1.29334221e-05,2.11497336e-05,1.36468252e-05,2.26894426e-05,2.33731844e-05,3.34755714e-05,2.59405861e-05,1.06601692e-05,2.32684797e-05,1.24436629e-05,2.42944807e-05,1.14496015e-05,2.07042394e-05,4.28901731e-05,1.28757747e-05,3.02955468e-05,1.1527577e-05,1.8712446e-05,1.35067412e-05,2.86108916e-05,2.75448128e-05,2.0277872e-05,1.57341983e-05
41,41,54350.656,0,0,0,0,0,0,0,0,3.30805524e-05,3.61471721e-05,5.10664868e-05,3.37876882e-05,5.8970887e-05,4.40405674e-05,0.000119787073,6.9353875e-05,5.40742076e-05,3.83111546e-05,2.8481536e-05,3.79279554e-05,2.68616113e-05,2.15637792e-05,2.2231714e-05,2.89656255e-05,4.32463567e-05,6.04407178e-05,4.84870798e-05,5.8749938e-05,4.31898079e-05,5.80340566e-05,9.25622444e-05,3.5763609e-05,2.36987544e-05,3.71227397e-05,2.48947308e-05,5.14768581e-05,2.21929113e-05,2.61205132e-05,2.7593951e-05,2.76048377e-05
42,42,54359.1839,0,0,0,0,0,0,0,0,1.50753231e-05,9.61749538e-06,3.7616086e-05,1.30895205e-05,3.48256726e-05,2.86832164e-05,0.00015208355,4.63859069e-05,4.75420347e-05,1.52000248e-05,2.96884064e-05,2.04812495e-05,1.15929697e-05,1.44329861e-05,1.2902774e-05,1.23801183e-05,2.92527911e-05,3.81569589e-05,3.14006902e-05,5.33474522e-05,2.81026641e-05,4.01374236e-05,0.000156125156,1.8285742e-05,1.62449815e-05,3.76177522e-05,6.91315381e-06,3.69564805e-05,1.31546103e-05,1.80928655e-05,1.33390895e-05,1.45344111e-05
43,43,54369.2249,0,0,0,0,0,0,0,0,1.09774674e-05,1.15271496e-05,2.69789889e-05,1.10324245e-05,3.68460314e-05,2.00098475e-05,0.000193250031,4.44903199e-05,2.07591711e-05,4.80494873e-06,7.9256688e-06,6.49698131e-06,1.09043713e-05,9.87755811e-06,2.13218609e-05,2.06151453e-05,1.90083701e-05,3.58127836e-05,1.04103201e-05,5.31453625e-05,1.92130774e-05,3.67824905e-05,0.000162573022,1.60010513e-05,1.68059742e-05,1.80736915e-05,2.05476099e-05,2.98483446e-05,1.38580644e-05,9.68739823e-06,9.05532488e-06,4.74378703e-06
44,44,54378.7285,0,0,0,0,0,0,0,0,1.30732205e-05,2.30443075e-05,3.739151e-05,2.660875e-05,3.41254927e-05,5.90302589e-05,0.000223613024,7.32550398e-05,2.67325831e-05,1.9630741e-05,1.37519983e-05,2.25995882e-05,1.29434839e-05,1.46745042e-05,7.78993672e-06,1.08881713e-05,2.83741683e-05,5.02189359e-05,3.67587272e-05,2.74783797e-05,2.38167977e-05,6.28074049e-05,9.06862115e-05,1.62702418e-05,1.18821426e-05,2.22688213e-05,1.41585251e-05,3.88715926e-05,1.18740663e-05,9.40205427e-06,1.47162609e-05,1.77302718e-05
