tick,r1
1364,0.00012
1365,0.00012
1366,0.00012
1367,0.00012
1368,0.00012
1369,0.00012
1370,0.00012
1371,0.00012
1372,0.00012
1373,0.00012
1374,0.00012
1375,0.00012
1376,0.00012
1377,0.00012
1378,0.00012
1379,0.00012
1380,0.00012
1381,0.00012
1382,0.00012
1383,0.00012
1384,0.00012
1385,0.00012
1386,0.00012
1387,0.00012
1388,0.00012
1389,0.00012
1390,0.00012
1391,0.00012
1392,0.00012
1393,0.00012
1394,0.00012
1395,0.00012
1396,0.00012
1397,0.00012
1398,0.00012
1399,0.00012
1400,0.00012
1401,0.00012
1402,0.00012
1403,0.00012
1404,0.00012
1405,0.00012
1406,0.00012
1407,0.00012
1408,0.00012
1409,0.00012
1410,0.00012
1411,0.00012
1412,0.00012
1413,0.00012
1414,0.00012
1415,0.00012
1416,0.00012
1417,0.00012
1418,0.00012
1419,0.00012
1420,0.00012
1421,0.00012
1422,0.00012
1423,0.00012
1424,0.00012
1425,0.00012
1426,0.00012
1427,0.00012
1428,0.00012
1429,0.00012
1430,0.00012
1431,0.00012
1432,0.00012
1433,0.00012
1434,0.00012
1435,0.00012
1436,0.00012
1437,0.00012
1438,0.00012
1439,0.00012
1440,0.00012
1441,0.00012
1442,0.00012
1443,0.00012
1444,0.00012
1445,0.00012
1446,0.00012
1447,0.00012
1448,0.00012
1449,0.00012
1450,0.00012
1451,0.00012
1452,0.00012
1453,0.00012
1454,0.00012
1455,0.00012
1456,0.00012
1457,0.00012
1458,0.00012
1459,0.00012
1460,0.00012
1461,0.00012
1462,0.00012
1463,0.00012
1464,0.00012
1465,0.00012
1466,0.00012
1467,0.00012
1468,0.00012
1469,0.00012
1470,0.00012
1471,0.00012
1472,0.00012
1473,0.00012
1474,0.00012
1475,0.00012
1476,0.00012
1477,0.00012
1478,0.00012
1479,0.00012
1480,0.00012
1481,0.00012
1482,0.00012
1483,0.00012
1484,0.00012
1485,0.00012
1486,0.00012
1487,0.00012
1488,0.00012
1489,0.00012
1490,0.00012
1491,0.00012
1492,0.00012
1493,0.00012
1494,0.00012
1495,0.00012
1496,0.00012
1497,0.00012
1498,0.00012
1499,0.00012
1500,0.00012
1501,0.00012
1502,0.00012
1503,0.00012
1504,0.00012
1505,0.00012
1506,0.00012
1507,0.00012
1508,0.00012
1509,0.00012
1510,0.00012
1511,0.00012
1512,0.00012
1513,0.00012
1514,0.00012
1515,0.00012
1516,0.00012
1517,0.00012
1518,0.00012
1519,0.00012
1520,0.00012
1521,0.000120967778
1522,0.000162752963
1523,0.000687150556
1524,0.000625392778
1525,0.000426815
1526,0.000303851667
1527,0.000220130556
1528,0.000155750556
1529,0.000127309074
1530,0.000131926111
1531,0.000140355
1532,0.000135381667
1533,0.000133040556
1534,0.000138107222
1535,0.000142255
1536,0.000155327222
1537,0.000158785
1538,0.000160853889
1539,0.000156297222
1540,0.000152851667
1541,0.00012
1542,0.00012
1543,0.00012
1544,0.00012
1545,0.00012
1546,0.00012
1547,0.00012
1548,0.00012
1549,0.00012
1550,0.00012
1551,0.00012
1552,0.00012
1553,0.00012
1554,0.00012
1555,0.00012
1556,0.00012
1557,0.00012
1558,0.00012
1559,0.00012
1560,0.00012
1561,0.00012
1562,0.00012
1563,0.00012
1564,0.00012
1565,0.00012
1566,0.00012
1567,0.00012
1568,0.00012
1569,0.00012
1570,0.00012
1571,0.00012
1572,0.00012
1573,0.00012
1574,0.00012
1575,0.00012
1576,0.00012
1577,0.00012
1578,0.00012
1579,0.00012
1580,0.00012
1581,0.00012
1582,0.00012
1583,0.00012
1584,0.00012
1585,0.00012
1586,0.00012
1587,0.00012
1588,0.00012
1589,0.00012
1590,0.00012
1591,0.00012
1592,0.00012
1593,0.00012
1594,0.00012
1595,0.00012
1596,0.00012
1597,0.00012
1598,0.00012
1599,0.00012
1600,0.00012
1601,0.00012
1602,0.00012
1603,0.00012
1604,0.00012
1605,0.00012
1606,0.00012
1607,0.00012
1608,0.00012
1609,0.00012
1610,0.00012
1611,0.00012
1612,0.00012
1613,0.00012
1614,0.00012
1615,0.00012
1616,0.00012
1617,0.00012
1618,0.00012
1619,0.00012
1620,0.00012
1621,0.00012
1622,0.00012
1623,0.00012
1624,0.00012
1625,0.00012
1626,0.00012
1627,0.00012
1628,0.00012
1629,0.00012
1630,0.00012
1631,0.00012
1632,0.00012
1633,0.00012
1634,0.00012
1635,0.00012
1636,0.00012
1637,0.00012
1638,0.00012
1639,0.00012
1640,0.00012
1641,0.00012
1642,0.00012
1643,0.00012
1644,0.00012
1645,0.00012
1646,0.00012
1647,0.00012
1648,0.00012
1649,0.00012
1650,0.00012
1651,0.00012
1652,0.00012
1653,0.00012
1654,0.00012
1655,0.00012
1656,0.00012
1657,0.00012
1658,0.00012
1659,0.00012
1660,0.00012
1661,0.00012
1662,0.00012
1663,0.00012
1664,0.00012
1665,0.00012
1666,0.00012
1667,0.00012
1668,0.00012
1669,0.00012
1670,0.00012
1671,0.00012
1672,0.00012
1673,0.00012
1674,0.00012
1675,0.00012
1676,0.00012
1677,0.00012
1678,0.00012
1679,0.00012
1680,0.00012
1681,0.00012
1682,0.00012
1683,0.00012
1684,0.00012
1685,0.00012
1686,0.00012
1687,0.00012
1688,0.00012
1689,0.00012
1690,0.00012
1691,0.00012
1692,0.00012
1693,0.00012
1694,0.00012
1695,0.00012
1696,0.00012
1697,0.00012
1698,0.00012
1699,0.00012
1700,0.00012
1701,0.00012
1702,0.00012
1703,0.00012
1704,0.00012
1705,0.00012
1706,0.00012
1707,0.00012
1708,0.00012
1709,0.00012
1710,0.00012
1711,0.00012
1712,0.00012
1713,0.00012
1714,0.00012
1715,0.00012
1716,0.00012
1717,0.00012
1718,0.00012
1719,0.00012
1720,0.00012
1721,0.00012
1722,0.00012
1723,0.00012
1724,0.00012
1725,0.00012
1726,0.00012
1727,0.00012
1728,0.00012
1729,0.00012
1730,0.00012
1731,0.00012
1732,0.00012
1733,0.00012
1734,0.00012
1735,0.00012
1736,0.00012
1737,0.00012
1738,0.00012
1739,0.00012
1740,0.00012
1741,0.000120967778
1742,0.000162752963
1743,0.000687150556
1744,0.000625392778
1745,0.000426815
1746,0.000303851667
1747,0.000220130556
1748,0.000155750556
1749,0.000127309074
1750,0.000131926111
1751,0.000140355
1752,0.000135381667
1753,0.000133040556
1754,0.000138107222
1755,0.000142255
1756,0.000155327222
1757,0.000158785
1758,0.000160853889
1759,0.000156297222
1760,0.000152851667
1761,0.00012
1762,0.00012
1763,0.00012
1764,0.00012
1765,0.00012
1766,0.00012
1767,0.00012
1768,0.00012
1769,0.00012
1770,0.00012
1771,0.00012
1772,0.00012
1773,0.00012
1774,0.00012
1775,0.00012
1776,0.00012
1777,0.00012
1778,0.00012
1779,0.00012
1780,0.00012
1781,0.00012
1782,0.00012
1783,0.00012
1784,0.00012
1785,0.00012
1786,0.00012
1787,0.00012
1788,0.00012
1789,0.00012
1790,0.00012
1791,0.00012
1792,0.00012
1793,0.00012
1794,0.00012
1795,0.00012
1796,0.00012
1797,0.00012
1798,0.00012
1799,0.00012
1800,0.00012
1801,0.00012
1802,0.00012
1803,0.00012
1804,0.00012
1805,0.00012
1806,0.00012
1807,0.00012
1808,0.00012
1809,0.00012
1810,0.00012
1811,0.00012
1812,0.00012
1813,0.00012
1814,0.00012
1815,0.00012
1816,0.00012
1817,0.00012
1818,0.00012
1819,0.00012
1820,0.00012
1821,0.00012
1822,0.00012
1823,0.00012
1824,0.00012
1825,0.00012
1826,0.00012
1827,0.00012
1828,0.00012
1829,0.00012
1830,0.00012
1831,0.00012
1832,0.00012
1833,0.00012
1834,0.00012
1835,0.00012
1836,0.00012
1837,0.00012
