tick,seq,t_ms,u1,u2,u3,u4,u5,u6,u7,u8,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32
19,19,62475.0282,0,0,0,0,0,0,0,0,2.4690733e-05,1.77774782e-05,4.017639e-05,1.14141958e-05,4.59728872e-05,4.3427819e-05,9.47652079e-05,5.7714602e-05,4.08657688e-05,6.40050275e-05,3.15088218e-05,3.78437908e-05,3.23934437e-05,4.71256899e-05,2.46423697e-05,3.76995013e-05,1.98522575e-05,4.71159401e-05,2.26074098e-05,4.76428686e-05,2.5697198e-05,4.98835252e-05,7.15133228e-06,3.31864539e-05,3.64544067e-05,4.47076127e-05,2.01061212e-05,4.10858156e-05,3.75589698e-05,3.71568822e-05,3.55334196e-05,3.79798257e-05
20,20,62484.5134,0,0,0,0,0,0,0,0,2.53663929e-05,1.4360251e-05,4.77401663e-05,1.41722194e-05,4.71910498e-05,6.12934236e-05,0.000113554495,6.92669419e-05,5.19732384e-05,6.74915864e-05,4.0977855e-05,3.8288621e-05,3.42403728e-05,4.93067455e-05,2.46164091e-05,4.47897219e-05,1.8718305e-05,5.93972218e-05,3.21494445e-05,5.78900326e-05,2.86403101e-05,6.13123339e-05,7.84144049e-06,3.08509771e-05,4.63303732e-05,4.80965864e-05,7.45382431e-06,5.56350278e-05,4.40775984e-05,4.26294682e-05,3.63539948e-05,4.39436117e-05
21,21,62495.0291,0,0,0,0,0,0,0,0,9.48190063e-06,7.45583202e-06,3.16677433e-05,9.34634681e-06,3.55277516e-05,5.39644425e-05,8.77528801e-05,5.53523714e-05,3.18859456e-05,5.15892134e-05,2.12747364e-05,1.81158939e-05,1.72323416e-05,2.93665762e-05,1.87962214e-05,2.92864461e-05,1.16368565e-05,4.43655372e-05,1.46841048e-05,4.1110914e-05,1.34057345e-05,4.78915026e-05,1.58952134e-05,1.3035019e-05,2.52629197e-05,2.83414574e-05,1.89121365e-05,4.09932036e-05,2.39211367e-05,2.10495546e-05,1.43544512e-05,2.58053824e-05
22,22,62504.5421,0,0,0,0,0,0,0,0,1.899376e-05,1.53290712e-05,4.97746987e-05,1.54636291e-05,4.82605901e-05,7.92230567e-05,1.77495876e-05,8.21542853e-05,4.16248222e-05,6.21492291e-05,4.83604272e-05,3.17878621e-05,3.8842365e-05,5.68642281e-05,1.27864951e-05,4.97145447e-05,2.13125404e-05,6.51289738e-05,3.49115398e-05,4.61495474e-05,2.85957449e-05,7.37130031e-05,1.44661917e-05,2.01951425e-05,4.52224194e-05,4.79685368e-05,2.2987173e-05,5.25940086e-05,4.89988779e-05,5.59714026e-05,3.44142973e-05,4.60746523e-05
23,23,62515.0433,0,0,0,0,0,0,0,0,4.01967409e-05,3.80858546e-05,7.46667065e-05,3.84840459e-05,7.79552865e-05,0.000104308696,8.77994971e-05,0.000125548511,7.80209812e-05,8.53318488e-05,7.43933779e-05,6.33911477e-05,6.98609292e-05,8.84523106e-05,4.14653805e-05,8.93210963e-05,4.65804005e-05,0.000108969653,6.74633557e-05,8.6380147e-05,5.51331796e-05,0.000111809488,3.49754009e-05,4.35115471e-05,7.65558143e-05,7.6136901e-05,7.90159265e-06,9.07843059e-05,8.15220556e-05,7.97161701e-05,6.30541181e-05,7.70324405e-05
24,24,62525.5471,0,0,0,0,0,0,0,0,3.26830741e-05,2.51455585e-05,7.95659871e-05,3.36566845e-05,7.45608995e-05,9.17918951e-05,0.000177189882,0.000112436392,7.76206653e-05,6.77126955e-05,6.37267076e-05,5.0241084e-05,5.64747897e-05,7.36576912e-05,1.40606562e-05,6.57910932e-05,4.45750666e-05,0.000103115148,6.62696475e-05,8.28706761e-05,4.96283683e-05,0.000103701626,4.0495026e-05,3.98993616e-05,5.57302701e-05,7.03187106e-05,2.57901993e-05,8.59271604e-05,6.65807675e-05,6.34072785e-05,5.42323251e-05,7.23593403e-05
25,25,62534.0674,0,0,0,0,0,0,0,0,4.0647672e-05,3.90442401e-05,9.47708104e-05,3.88256813e-05,8.75022815e-05,9.67251617e-05,0.000204261421,0.000123568039,8.46524126e-05,7.32470144e-05,7.37226728e-05,6.06919712e-05,6.6328721e-05,8.80427688e-05,1.88775521e-05,7.41190452e-05,6.51230948e-05,0.000112252761,7.1136019e-05,8.58097483e-05,6.3054671e-05,0.000110964582,5.59496475e-05,5.22000992e-05,5.80231354e-05,7.63217176e-05,1.72811087e-05,9.52650153e-05,7.45549769e-05,6.94950577e-05,6.67435743e-05,7.98406181e-05
26,26,62544.5939,0,0,0,0,0,0,0,0,5.11319813e-05,5.31177029e-05,0.000102004873,5.17772205e-05,8.77621278e-05,0.000111480214,0.000248078693,0.000117238247,8.41617657e-05,7.37135924e-05,8.91802483e-05,6.89813533e-05,7.83835203e-05,9.31310278e-05,3.8910548e-05,8.49508069e-05,6.86212225e-05,0.000113093796,7.73959982e-05,9.37481673e-05,7.48657476e-05,0.00011318444,7.99708796e-05,6.21496656e-05,6.38087804e-05,8.72303208e-05,1.26869654e-05,9.77238888e-05,8.11926584e-05,7.68640602e-05,7.06206483e-05,8.83660832e-05
27,27,62554.3654,0,0,0,0,0,0,0,0,3.62547362e-05,3.20366926e-05,7.23626363e-05,3.37245801e-05,6.77930075e-05,8.30532517e-05,0.000261508074,9.22440304e-05,6.4858883e-05,4.63257347e-05,6.96025745e-05,5.11135513e-05,5.61774323e-05,6.51270457e-05,1.42434747e-05,6.38803467e-05,5.03149895e-05,8.8905319e-05,6.06270623e-05,7.52638953e-05,5.63377471e-05,9.10765521e-05,7.18090669e-05,4.61807831e-05,4.68686158e-05,6.85719933e-05,1.5506208e-05,7.17439325e-05,6.08717783e-05,6.09563285e-05,4.53854664e-05,6.63021565e-05
28,28,62564.429,0,0,0,0,0,0,0,0,3.98501797e-05,3.26668887e-05,6.68946523e-05,3.84967716e-05,6.79217119e-05,7.33635679e-05,0.000197161877,8.27103941e-05,5.76415878e-05,4.36468144e-05,5.57498679e-05,5.02488147e-05,5.12878069e-05,5.94346129e-05,1.62966953e-05,5.76543243e-05,4.89245358e-05,7.89654296e-05,5.98371043e-05,6.8208712e-05,5.56475643e-05,8.12408034e-05,7.94453372e-05,4.59071161e-05,4.12058034e-05,5.99557534e-05,1.19741917e-05,6.92641188e-05,5.75778213e-05,4.46964914e-05,4.09881941e-05,5.77372957e-05
29,29,62573.4739,0,0,0,0,0,0,0,0,3.57161553e-05,3.09651805e-05,5.89488773e-05,4.02723053e-05,6.35825345e-05,6.98402218e-05,4.93995685e-05,8.35205792e-05,4.53110115e-05,3.47744935e-05,4.05406427e-05,5.02701732e-05,4.66409983e-05,5.99039158e-05,1.49518728e-05,5.6986868e-05,5.23892704e-05,7.61199262e-05,6.00165768e-05,6.03562876e-05,5.32083068e-05,7.43166383e-05,8.40966241e-05,4.22206685e-05,4.44184589e-05,4.33037567e-05,1.81760824e-05,6.07393267e-05,4.95822678e-05,3.41163723e-05,3.65758169e-05,4.96003922e-05
30,30,62583.9852,0,0,0,0,0,0,0,0,4.45496808e-05,3.6870988e-05,6.32102092e-05,4.26586012e-05,6.28283087e-05,5.67693351e-05,6.64764375e-05,7.10449094e-05,4.67653663e-05,3.40350671e-05,4.10805005e-05,5.58705869e-05,4.27048872e-05,5.86385067e-05,2.5211415e-05,5.37151427e-05,5.58689353e-05,7.21760516e-05,5.59833934e-05,6.55651384e-05,5.86351307e-05,6.94342161e-05,8.30580393e-05,4.63698598e-05,5.11956387e-05,5.48132884e-05,2.01162129e-05,5.49942124e-05,4.74500848e-05,3.99324526e-05,4.40069998e-05,5.11714425e-05
31,31,62592.4941,0,0,0,0,0,0,0,0,5.46730735e-05,5.18347624e-05,7.45372963e-05,4.91560895e-05,7.08522566e-05,6.35673277e-05,0.000100098703,8.85727641e-05,6.89036315e-05,5.03835399e-05,6.05668101e-05,7.14592898e-05,5.73289108e-05,7.18216907e-05,3.95305069e-05,6.82387399e-05,6.24836612e-05,8.63045498e-05,6.1686158e-05,8.25840907e-05,6.85390551e-05,7.49302781e-05,8.86415e-05,5.74117184e-05,6.15313402e-05,7.10661334e-05,2.14172251e-05,7.23724661e-05,6.1984676e-05,5.43109563e-05,5.69196964e-05,6.50669681e-05
32,32,62602.9932,0,0,0,0,0,0,0,0,2.52728678e-05,2.08986439e-05,3.52903917e-05,2.12785526e-05,3.82006692e-05,2.47715197e-05,5.49183533e-05,3.8711456e-05,2.99020248e-05,1.96205492e-05,2.62472859e-05,3.72378818e-05,1.82286822e-05,3.3705699e-05,1.31682964e-05,2.63542242e-05,2.86362701e-05,4.29643987e-05,2.56866733e-05,4.94947308e-05,3.59796068e-05,3.19062601e-05,4.83423573e-05,2.65015315e-05,2.22599101e-05,3.33958524e-05,1.53211513e-05,3.65423439e-05,1.77567654e-05,1.83124448e-05,1.93196611e-05,2.91270226e-05
33,33,62613.4967,0,0,0,0,0,0,0,0,5.46632145e-06,4.00835233e-06,7.86744749e-06,4.27558371e-06,8.29192868e-06,7.557559e-06,9.98915493e-05,2.02486099e-05,6.53547932e-06,6.45814225e-06,5.83079509e-06,1.10469864e-05,9.16237241e-06,7.15416809e-06,2.28453682e-05,7.24089296e-06,5.89417232e-06,2.04952958e-05,7.14655835e-06,2.46959971e-05,1.03409784e-05,9.34700984e-06,1.12689913e-05,6.7414253e-06,9.00353098e-06,7.40723635e-06,2.34803902e-05,1.31681545e-05,9.23880361e-06,1.21204139e-05,6.82424161e-06,6.07831407e-06
34,34,62624.0379,0,0,0,0,0,0,0,0,1.76366648e-05,1.40580532e-05,2.36866927e-05,1.48241515e-05,2.65467716e-05,1.36269864e-05,0.000107400519,4.7650683e-05,3.38732971e-05,3.22743981e-05,1.70443782e-05,2.87520379e-05,1.33704507e-05,2.7110209e-05,1.18773642e-05,1.42986692e-05,2.33276751e-05,4.50267871e-05,1.74503657e-05,5.09049387e-05,2.71762747e-05,3.15248217e-05,1.51242521e-05,2.1688691e-05,1.13785345e-05,2.96798826e-05,1.51735421e-05,3.80750353e-05,1.39480271e-05,1.04828496e-05,1.49252646e-05,2.57332922e-05
35,35,62632.5189,0,0,0,0,0,0,0,0,1.06403195e-05,1.01991054e-05,1.9248324e-05,9.32000785e-06,2.14935826e-05,7.31698356e-06,8.72436212e-05,3.2265747e-05,1.98014313e-05,1.82948334e-05,5.83555766e-06,1.84183209e-05,7.38525614e-06,1.323387e-05,1.75544737e-05,7.5516773e-06,1.45403947e-05,3.42255153e-05,1.76064514e-05,3.51785129e-05,1.84656401e-05,2.9384737e-05,5.58805777e-06,1.45736949e-05,6.92217691e-06,1.8449402e-05,1.64271223e-05,2.36563101e-05,5.33075172e-06,9.71497502e-06,5.56867144e-06,1.46906732e-05
36,36,62643.0136,0,0,0,0,0,0,0,0,1.40939983e-05,1.35365644e-05,1.93459364e-05,1.55340676e-05,1.83074753e-05,1.9808358e-05,2.85123915e-05,1.95167922e-05,1.41584133e-05,1.43477446e-05,1.25421175e-05,1.3798176e-05,1.36231783e-05,1.46417478e-05,2.20767233e-05,1.34531383e-05,1.65341698e-05,1.98535145e-05,2.16382341e-05,2.03052641e-05,1.52401772e-05,1.87456717e-05,3.05169578e-05,1.29646796e-05,1.15133025e-05,1.14111899e-05,1.46470811e-05,1.59130996e-05,1.37735487e-05,1.23774853e-05,1.46720677e-05,1.51175864e-05
37,37,62653.5309,0,0,0,0,0,0,0,0,1.61929074e-05,1.41154424e-05,3.37540878e-05,2.0392843e-05,3.85372405e-05,3.01741511e-05,1.64079902e-05,3.85643398e-05,3.72712275e-05,1.97102909e-05,3.33382632e-05,2.03998916e-05,2.88191641e-05,2.51173642e-05,3.28304122e-05,3.63894069e-05,2.51102902e-05,3.36177836e-05,3.02152057e-05,3.7831298e-05,2.05816777e-05,3.81783138e-05,5.38372151e-05,1.54324098e-05,3.41055129e-05,2.79678607e-05,4.03752674e-05,3.7745398e-05,3.10962751e-05,3.50028677e-05,2.90963653e-05,3.23491877e-05
38,38,62664.0201,0,0,0,0,0,0,0,0,2.19846606e-05,3.02450208e-05,4.92517829e-05,3.70464986e-05,4.85944765e-05,4.22958692e-05,3.32451054e-05,5.20648246e-05,6.81815291e-05,3.98470111e-05,6.53057723e-05,4.02532969e-05,4.88528094e-05,4.12001937e-05,4.48678657e-05,5.13108243e-05,4.2272306e-05,5.0048402e-05,4.38944699e-05,6.27887202e-05,3.63113832e-05,4.84627308e-05,7.63414064e-05,2.94511883e-05,4.3162534e-05,6.07619986e-05,4.61866221e-05,6.16772522e-05,4.52255736e-05,6.14831952e-05,4.6248977e-05,5.01653849e-05
39,39,62671.5235,0,0,0,0,0,0,0,0,3.76845201e-05,4.25317703e-05,5.85018861e-05,4.65581397e-05,5.72982572e-05,4.69224542e-05,7.92767532e-05,5.97576436e-05,7.46242731e-05,5.18812922e-05,7.05034472e-05,5.06458528e-05,5.62871028e-05,4.71848289e-05,4.61016025e-05,5.5214874e-05,5.36689586e-05,5.92145152e-05,5.59804685e-05,7.10938984e-05,4.71511194e-05,5.73188227e-05,9.16746212e-05,4.34847352e-05,4.54018373e-05,6.95256967e-05,4.74426051e-05,6.74674739e-05,4.92648469e-05,5.95851379e-05,5.03718074e-05,5.77043538e-05
40,40,62682.0721,0,0,0,0,0,0,0,0,2.94332585e-05,2.4713836e-05,2.94460297e-05,2.37596942e-05,3.57718709e-05,1.46025041e-05,0.00015452021,3.17415797e-05,4.22587218e-05,3.55447446e-05,2.86763461e-05,3.41508603e-05,2.54545885e-05,1.95236353e-05,1.53421479e-05,1.91576128e-05,3.00989268e-05,3.42099265e-05,3.23852182e-05,4.1600335e-05,3.16609512e-05,2.90237222e-05,6.67010463e-05,3.63724939e-05,1.83182401e-05,3.20472827e-05,3.05579706e-05,4.17119081e-05,1.89231432e-05,1.74611214e-05,2.72616016e-05,3.18239727e-05
41,41,62692.348,0,0,0,0,0,0,0,0,5.21114162e-05,5.25590731e-05,6.97052019e-05,5.71955898e-05,6.17442565e-05,5.45763323e-05,0.000103465638,6.66789128e-05,5.49918332e-05,5.96688842e-05,5.25503965e-05,5.27280718e-05,4.7537811e-05,4.64756486e-05,3.85185995e-05,4.47866914e-05,6.54644391e-05,6.41090155e-05,7.20952303e-05,6.6965702e-05,6.06543399e-05,7.51818152e-05,9.98603282e-05,5.45874827e-05,3.7161517e-05,5.18301094e-05,4.95115019e-05,6.01018473e-05,4.47046041e-05,3.66463646e-05,4.92124309e-05,5.27146367e-05
42,42,62701.8677,0,0,0,0,0,0,0,0,3.89341621e-05,4.31035623e-05,5.62903006e-05,4.66130332e-05,4.8138314e-05,5.15622414e-05,0.000123151389,6.36775803e-05,4.34255999e-05,4.80904891e-05,4.40722324e-05,4.30635992e-05,3.68777437e-05,3.82364015e-05,3.60104787e-05,3.66198146e-05,5.73458856e-05,5.37666674e-05,6.18347112e-05,5.4272914e-05,4.98904155e-05,6.38873826e-05,9.20537059e-05,4.23332131e-05,3.63196486e-05,4.33327368e-05,3.9446757e-05,4.60987176e-05,3.67798893e-05,3.27322268e-05,4.19170028e-05,3.96945579e-05
43,43,62711.3776,0,0,0,0,0,0,0,0,2.52586688e-05,2.5350826e-05,2.56163585e-05,2.76121627e-05,2.34239651e-05,3.21335974e-05,0.000114458984,2.75931579e-05,3.04433088e-05,2.37788954e-05,2.81855191e-05,2.1387481e-05,2.98089089e-05,2.63007223e-05,3.35181176e-05,2.96564831e-05,2.12169052e-05,2.9053419e-05,2.50296162e-05,2.04488479e-05,1.92039315e-05,2.64403334e-05,2.96942817e-05,1.95821085e-05,2.13711392e-05,2.74274371e-05,2.40654063e-05,2.63556412e-05,3.72398426e-05,3.6181591e-05,2.87582006e-05,2.94234833e-05
44,44,62721.4869,0,0,0,0,0,0,0,0,3.38268437e-05,3.79364174e-05,3.34835349e-05,4.09061468e-05,2.52964237e-05,3.67120847e-05,8.17630716e-05,2.44003295e-05,3.89665074e-05,3.03376182e-05,4.38303323e-05,3.6734953e-05,4.94960295e-05,4.59531511e-05,5.53448008e-05,5.72522258e-05,2.99235071e-05,3.52422576e-05,3.11286967e-05,2.01671701e-05,2.81838838e-05,3.32214404e-05,9.21504579e-06,2.50624526e-05,5.43308124e-05,3.58991929e-05,4.24471727e-05,3.91128851e-05,5.70069642e-05,5.37571614e-05,4.24238024e-05,4.84607117e-05
45,45,62730.9743,0,0,0,0,0,0,0,0,2.48069009e-05,2.9683506e-05,1.95258872e-05,2.9898747e-05,3.59106343e-06,2.64553419e-05,1.46088532e-05,7.94517746e-06,1.97924328e-05,1.51596296e-05,2.5952455e-05,2.29458456e-05,4.12289955e-05,2.62517897e-05,5.80121559e-05,4.80761191e-05,2.82520468e-05,7.89915885e-06,2.14346455e-05,7.48542107e-06,1.96110177e-05,1.73555618e-05,9.63033381e-06,1.0688138e-05,5.41883492e-05,6.03334911e-06,5.67562711e-05,1.74021843e-05,4.18425443e-05,3.42799685e-05,3.08495073e-05,2.67809992e-05
