tick,seq,t_ms,u1,u2,u3,u4,u5,u6,u7,u8,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32
21,21,200,0,0,0,0,0,0,0,0,247.855798737333,250.755927616582,248.481703659043,251.48825372648,249.619168832718,253.270866023555,247.609166243434,247.204108979637,253.366273802254,252.348636822101,249.629148865272,249.291866921667,251.882678207983,251.775407475924,253.251409058711,251.747951207863,245.306795347485,246.682192973991,250.342401873784,249.295407774232,246.33771909088,244.446190548615,249.282168579955,248.605350291213,252.653481683005,251.562423417997,252.372296166747,252.054970894408,247.599129803719,248.853822890984,253.118289561717,252.83728453525
22,22,210,0,0,0,0,0,0,0,0,248.753835906319,251.625352159084,250.922186271166,249.675082130728,244.826903765175,250.741405805676,249.749567622532,249.419202345467,251.212089299773,252.164602017953,246.749313082915,247.010068741517,249.841851776304,248.159264459329,248.291841008131,252.33486536348,245.75089306132,249.306268320025,248.562083144027,248.422778287777,250.820046680237,249.163530738114,249.888379765171,252.673212474441,245.409551186132,252.798170480842,252.257236449136,252.501650105628,252.759424617524,252.825887952521,247.240370511866,254.675522180291
23,23,220,0,0,0,0,0,0,0,0,248.344433196183,250.913134590491,248.564853044734,249.315427969066,248.0777752671,251.1383172494,248.784862364617,252.705280705723,249.941872041517,253.166207157022,249.553731752168,252.504892466637,251.969120566735,253.520430776049,252.716477506589,248.31834352801,250.881065048144,249.184270355215,249.941763291616,253.156189924481,246.663849473741,252.197457856428,250.872807907972,248.797497627463,248.446785910769,249.747173000712,249.167399087758,246.297215023545,251.767876599218,247.806858187593,252.403866375494,252.275218571227
24,24,230,0,0,0,0,0,0,0,0,250.376812838864,251.030617339787,249.281855572419,250.92744409371,248.487579791481,249.671987967753,252.386418239999,250.455896496849,248.603671461442,251.363816087199,252.905744192124,248.704119870555,249.073682851774,250.771064902262,253.35320689972,248.902165034733,249.792346890757,255.352312976704,254.287003830178,250.479578689787,248.574633807775,248.931027853288,248.817876265056,246.686593253681,244.40312464127,249.438674226777,250.899654102,248.210519685104,246.056070835361,248.877235247727,252.213716853582,252.044546866906
25,25,240,0,0,0,0,0,0,0,0,248.665366971825,251.373396781922,248.309996966916,250.986359492807,251.0814511334,254.089529825547,255.067277793616,250.134915628681,246.747405661069,250.668120549157,253.357090647691,250.228260098697,251.707222421932,253.630047184001,250.418391112729,252.283602139759,248.990961563839,248.258193564637,248.593801131819,251.057856403044,248.1234935028,249.698623620057,251.218379887297,249.494202282483,250.023747050367,248.331220813301,248.852419728077,255.249678748827,254.504852173744,250.909754793106,247.789943993647,249.082712405636
26,26,250,0,0,0,0,0,0,0,0,252.092047241059,249.107533761624,250.508291358035,251.188090411421,253.107812889756,251.993289272507,254.296855682255,248.917082902565,248.556602992258,248.962778199532,251.709895330219,250.600257658162,249.19458473001,254.310066963371,249.058940870277,256.803394724716,254.337361081595,245.965320433619,252.343282766603,253.430656390661,250.735426999178,253.201903383544,249.758213652412,248.204552294317,252.014670161832,253.185183435443,252.735148110268,250.688004983977,247.7053542489,253.366057550005,250.452980923267,249.283664260994
27,27,260,0,0,0,0,0,0,0,0,251.542460244606,246.5923723866,247.963146221666,250.232688678566,245.465288045286,247.525117416775,251.622797424905,251.033489369404,249.684098568939,251.875191417059,248.767199089989,250.060752615019,251.40292635889,251.466679102078,251.835187263333,251.102950698337,247.150108464439,250.012249133446,250.041070682085,249.590886548258,251.391245073452,250.128101162065,249.491918800356,252.220927963757,251.798875834215,255.086357548791,250.029672115583,257.482643165332,249.50918347478,245.038781810213,251.77955246039,242.812155105477
28,28,270,0,0,0,0,0,0,0,0,258.530243684759,253.870001137101,250.846557466961,246.712935294694,251.057657447049,251.528623110661,248.441178816271,246.005885127658,250.140639901425,248.800476375741,250.964243647798,250.265600095509,251.072862542648,251.379094959413,251.458582271799,249.36984278854,252.106598708409,252.47470719476,249.878459258044,247.205617322718,249.515096041379,257.084996958309,248.731689860968,249.777008818635,248.890485735123,252.080753623292,249.508093961394,248.566517261094,249.899729144912,247.77698121458,248.423149450413,248.939809700005
29,29,280,0,0,0,0,0,0,0,0,250.0103420912,251.345521408467,252.685627981847,248.379017714334,252.254016354311,248.187852735689,247.760870343693,246.145424600579,247.097872631466,248.78330869797,243.633063623644,248.695327673778,251.0650289178,253.363593590187,247.284037294276,251.841688342471,251.332623327572,251.24818388917,249.04346891849,249.340095551498,245.521678110058,249.08009697766,249.257815565805,250.50902809455,253.184752232464,249.924761261166,253.283813955374,248.870904277133,250.545539484039,248.40260481399,248.995192064032,248.738107251785
30,30,290,0,0,0,0,0,0,0,0,250.030042821732,247.495193158643,246.249030081352,250.17925280723,249.985820296241,252.642657757564,250.761838929741,249.573488890784,247.59574750633,252.654393688262,249.356149866703,250.51413741165,252.448141037213,250.741499661707,252.250699420377,252.794346002909,253.814688409958,247.226742358193,249.683963866495,249.286729884398,249.079833280441,248.331714211291,251.38618223075,254.190970006992,250.422249959265,251.684317169999,260.509455714484,249.882501699844,245.689609428091,250.912856432214,252.194881137318,252.196654630706
31,31,300,0,0,0,0,0,0,0,0,251.751031983325,254.086727087795,252.94747625523,252.157548914622,253.009175075702,250.957961047194,248.057969440445,250.898071880537,244.354895079911,253.645492987103,250.547287943964,249.309152268736,246.352837134857,250.418473226937,251.402934113897,250.334013778821,249.989881709187,253.493856759856,250.356754734812,250.525289686794,248.063738189868,251.358654698602,249.675625692339,249.862659057749,250.448822127337,250.608888293496,253.833828705833,246.543429192136,254.010556651686,248.669865279097,249.562335458003,248.129025363128
32,32,310,0,0,0,0,0,0,0,0,250.258069546676,251.235555771706,251.487701490163,246.273684288295,251.433220276411,248.457781969189,247.33231608524,251.464748948798,252.848081474171,249.664953861436,251.500666119889,250.540624149719,246.890873535838,243.92607617411,249.260843928402,255.274230839577,248.879307556439,249.090491186148,249.351116773748,249.962850625053,247.572769626038,245.649063070944,250.670916888951,252.301540658406,247.11509766275,246.807964176216,248.096702536511,247.492334325356,253.844028634325,250.146834660586,251.73427461952,251.446633086224
33,33,320,0,0,0,0,0,0,0,0,250.802030967178,249.513416507118,250.916368089472,249.380636378233,254.237567147979,251.367776168884,251.558656138777,252.821218854101,253.919631510458,249.275124672608,252.144835116394,252.463693693375,250.366298718488,250.389178463879,250.390889581084,251.138661506418,251.511711748891,252.231993650587,249.659531214059,246.722875120661,251.785578524415,249.518870970173,250.111089026997,254.944750104656,250.131099987062,249.06810309121,252.014595637185,251.022883027791,244.40974223551,250.572028649296,245.496596724683,251.626821217788
34,34,330,0,0,0,0,0,0,0,0,245.923417454782,248.313192058903,249.802033999296,250.009021985301,252.250485056405,255.966206435491,252.913515576869,244.761706310798,250.009808126594,250.627142793545,251.810004715216,248.48347479914,252.080979764093,250.906781650472,251.749223004535,247.601135879196,251.856912244503,252.425409017529,246.245435803462,251.138782177591,250.956214567443,248.744515355725,249.758587681537,246.423019073214,249.317361423848,251.356515975256,252.939714153342,249.731116443594,251.046242231353,253.138942544671,253.629779577777,249.672701694691
35,35,340,0,0,0,0,0,0,0,0,243.585352922238,251.790504251559,250.243410662839,249.683337633432,252.25378734428,250.693271143532,250.063607854511,249.954768317915,252.07629462758,249.658769974315,249.557084798589,246.964271331366,256.201579927473,248.048746372198,254.313913569309,247.343673618962,249.564271089044,247.743980828188,246.031431444232,247.834075405044,251.424845170929,251.260352578179,250.464903067865,246.589515366592,250.123391362598,249.040549936582,250.294914379863,252.070597561453,250.46409864216,249.488338022206,249.112276028828,251.087122577737
36,36,350,0,0,0,0,0,0,0,0,250.124945201424,251.975531595497,252.089878027912,249.836261182571,253.555051801223,249.654583217178,250.083123072432,250.816077215518,245.992229641429,248.016916981894,248.956169457849,244.851509253076,251.635300664129,253.508965611546,247.898793939393,251.16956753172,249.516313804174,246.764573720907,248.247496864382,249.870965111435,248.435308120394,251.199520625131,250.834734352955,246.89041653714,247.758648291972,248.350956230707,249.695884598024,251.468948570917,252.015856815106,253.333696039788,254.575885003718,247.934457942333
37,37,360,0,0,0,0,0,0,0,0,252.176767066921,246.11156949388,248.492624175619,246.80551812138,249.153169362131,246.832178830443,252.817241475048,249.396520793418,250.900722883881,252.475109863387,254.939873585963,246.700895936452,247.288897898802,252.854312081361,250.440990412798,248.690155015301,248.251917085684,248.149864755232,248.151143686995,250.220366377879,247.671402732593,248.79884396776,250.954965416437,250.909943018812,253.631181395869,245.71167078968,251.89838493658,250.106969280193,254.397259686353,250.614711027784,248.665090225885,246.557676770572
38,38,370,0,0,0,0,0,0,0,0,250.025504185298,253.642186561022,250.753865803041,248.889210396475,248.645971119455,248.890644579254,250.401099341105,249.423795079239,252.651905119448,246.836372750222,251.210185211279,250.526278141933,251.933728746451,251.388079906805,249.606300685284,248.721886488253,246.580664197916,249.8879771106,247.91607326381,247.5367217971,253.73182540998,250.427370723942,249.497906195256,252.842633458895,250.119977575105,252.141849230323,249.394624859763,245.228988575968,251.675013655305,247.916496637426,248.951644651427,246.337926877108
39,39,380,0,0,0,0,0,0,0,0,247.969249032333,247.391507085302,250.599571657318,250.611930029668,250.845518040418,248.996714335225,249.851872929322,248.944089405564,249.877135922743,249.599610597543,244.305471883075,250.84359765775,250.543326974756,249.055436707431,252.978058532155,248.111332463384,246.961778881441,249.458824470367,249.625149448004,249.082328576485,255.029761729956,249.743397199616,249.052969936372,253.906918038703,248.060485542167,252.590857890772,249.387063209771,247.858129105675,253.971077705393,250.200633827421,251.823490069261,248.502139003941
40,40,390,0,0,0,0,0,0,0,0,246.431102175986,251.425404755673,249.67660977938,250.030915966296,249.506010157199,255.729286763637,251.642526392538,249.427942451754,249.481586223569,250.281699631949,249.626479239545,251.386019078038,248.34045872157,251.000594790423,249.236475958546,250.492866726656,251.108706088861,248.016834994869,248.395436455376,249.378741487383,247.732240883279,250.691859153737,250.378632577548,251.363085058062,251.143294050386,248.056638305456,246.855553428063,250.645823760414,243.912479612151,251.404539757578,251.306340273619,247.56359917866
41,41,400,0,0,0,0,0,0,0,0,251.342211448686,250.596722733973,252.141198544064,248.707649690684,251.768872313887,249.506521067963,250.880372295482,251.020128476718,249.4981593111,248.069125611804,248.12376318566,250.829598080741,250.838469861871,251.574880278917,252.188634885806,249.200426679467,250.66901176239,252.290505888859,250.15888395322,252.397015386137,249.457270288168,249.469131219995,250.061674762305,248.193511447669,245.930880007635,251.559148883202,248.45162348321,252.042820800401,251.239700135751,248.993434747151,251.081183142923,252.706121069761
42,42,410,0,0,0,0,0,0,0,0,251.689482160225,250.06969731231,247.2106311974,250.835788518747,244.910625683055,249.975052824958,248.048503919418,251.574221233288,250.445291695006,240.382326411592,249.670677591351,249.572222865058,250.003453815807,251.140751276323,256.557144717554,251.511424332427,252.094787765873,252.418191057574,251.849354331382,250.214794440012,249.365172828596,248.934864652715,250.001122399629,250.860896956599,247.877924075466,250.526926285769,252.445568249526,253.63572006463,250.5811377249,243.961220567621,248.118676404884,250.905338452085
43,43,420,0,0,0,0,0,0,0,0,254.002170053847,249.641758091232,247.748982931777,253.746159354931,250.105740560768,249.314823062107,245.988381838617,249.354609739253,251.070652678063,251.089896819896,246.009092791506,257.036792062729,250.076181323413,248.81932969957,248.040786929923,248.161518094543,250.829313586211,255.103409937567,246.674723165472,249.028237093875,249.796249793881,253.157502012704,249.115406047802,249.57879991601,249.146580913454,252.128686912156,251.787205088419,251.596497377327,247.124436656762,248.12756784651,250.579180390924,251.485902334561
44,44,430,0,0,0,0,0,0,0,0,250.003361147223,251.596648226801,247.57122629592,249.69348274067,252.756610174096,246.216700163413,247.499135614711,254.600511027186,250.859734136413,244.397321852572,253.112275085495,250.379402579274,253.527524133091,253.992426540125,250.842683482419,250.806629999855,254.107583766783,249.528545360128,246.878608238942,247.848903816735,251.902294973629,252.015341198058,251.491066581176,251.060800284995,251.460585544405,250.336871676007,250.961472468329,252.192900309454,250.835864928828,249.923864366559,248.332767528284,251.844505868706
45,45,440,0,0,0,0,0,0,0,0,254.405899730265,247.876217102972,254.751866522764,255.614376648633,246.82427196012,251.832293861977,250.158081397866,251.081676841253,250.799258959934,249.500309462345,251.853117799383,250.023225295016,249.467677970514,249.59363084966,248.853647985729,251.875250263274,252.129846639187,244.94700509949,249.713093603564,249.880912206326,249.48955235746,249.766112001264,251.396411728505,249.6825242659,251.344914210652,251.978845203736,255.048330974441,252.55034782294,250.82707152221,246.491789132305,248.90768205265,246.83741192404
46,46,450,0,0,0,0,0,0,0,0,248.343699015559,250.14627044341,248.384383887397,251.35502076829,248.03438427758,253.52410272312,250.33795974851,250.256220513033,249.520101501477,249.405454209097,252.946973014479,249.397430991606,247.746070047872,250.182677208171,251.64423651821,249.795784113819,247.20454217114,248.349490970722,249.806771042555,251.348227711854,245.885143193863,252.042887512437,250.067644542087,251.483094304726,248.015382669229,248.924654093128,249.945692396677,251.538050221313,250.221533905921,248.182389560677,248.977675355474,252.370961345906
47,47,460,0,0,0,0,0,0,0,0,248.092525660219,253.180136826585,246.2418689408,249.77059490821,250.973931086482,256.100691544411,248.261696131557,248.493507251732,246.566920377981,248.967332372354,250.343921740947,254.926655507752,250.529011380721,248.982864147585,249.325378872668,250.397659700021,248.126010931746,249.461079949922,253.265628153569,251.59082085148,249.497559211599,252.340559775701,250.840733623773,250.473825107628,251.933685314016,249.397092720319,246.490807481726,252.491748028744,250.144670912652,249.197655814971,245.764182474079,249.014548364628
48,48,470,0,0,0,0,0,0,0,0,245.595941847661,249.800760205879,248.264872867263,252.893393941689,251.547124194141,249.459301850036,250.482557695455,250.738609788412,252.367750953377,251.805895585954,248.606407674187,245.675601777577,250.622450656921,252.957316561326,249.118472856226,251.761483793007,248.038565392595,254.913532369824,249.393726033191,250.897004056531,246.510181202398,246.390303261076,249.428100378447,249.02015897153,248.183839043629,251.031417768605,248.821649301269,251.871803870876,250.915022866771,252.229645303543,251.732984420082,248.862709804779
49,49,480,0,0,0,0,0,0,0,0,254.886313193287,250.608556024187,253.110515738179,247.414536479129,251.460178122553,252.653921793609,248.493507440342,250.421400136892,249.170749404349,253.560941274773,246.649350446594,249.176107365769,247.490077147731,252.395464040196,251.718952712754,248.275062929337,249.674440695634,247.92105285011,252.579780280529,251.955543118198,249.952389026424,249.071243714365,249.902827413658,253.976587872927,246.000938092415,253.030307366406,246.386675459389,252.605866150643,251.775464592092,248.244467088988,249.255403376094,249.451358987203
50,50,490,0,0,0,0,0,0,0,0,249.850957538295,248.078364188842,252.324707954368,250.178660812034,253.225022579634,248.721816750331,248.42136099867,253.230274607792,250.830090042978,250.180411159159,250.653205560818,248.308842611391,250.449386569207,249.137006613045,246.901738706703,244.150894321781,252.194357368138,248.997264931727,249.166793707506,253.028363230318,250.827661029782,253.03932466734,250.192954274586,252.745841579657,246.987280289492,253.215367244011,250.7534827655,248.652502332116,248.894588959965,251.055844589409,251.492680459367,252.70709275428
51,51,500,0,0,0,0,0,0,0,0,251.256298169803,251.485038488872,252.817867422521,249.845295104793,253.35171588187,255.403915028892,248.520364675912,246.521579044366,249.21582137598,253.478718520918,252.763802436127,253.474721232789,251.495406023309,251.337616557084,249.561642871312,251.297038343014,247.069967119319,251.457023805786,252.789935963572,249.745581673643,253.274406039582,250.1167236824,250.099098432973,249.099067329973,251.671767653814,249.844164399961,253.615254891836,250.354039782477,251.689618698245,249.277226947413,251.198307401934,250.706874912231
52,52,510,0,0,0,0,0,0,0,0,253.695837884438,251.231690507177,249.213397453766,248.784258098932,249.785054927574,249.760201548495,249.212036626227,250.394237654852,248.114880354126,246.244455820933,247.276656072073,251.322359366918,247.636647920706,247.705881785094,249.594165830632,248.580955218077,246.437401211252,250.236271279011,253.385196103507,253.014966156801,246.64566799358,251.731763125084,250.336515359788,254.322669896653,249.674072514939,249.810545868443,247.023803994825,250.571228777137,251.09779758457,248.003775881309,255.331486228625,252.051868761876
53,53,520,0,0,0,0,0,0,0,0,246.397036353097,248.599046008829,254.818515361428,251.125057589874,246.928285873133,248.835656708602,248.389379197713,250.408660064023,249.488820150353,246.817751500966,246.838021788448,250.696027637322,252.337898769274,250.894274341419,250.345538592592,253.686546331463,252.726531935271,247.45749103948,249.807220054037,247.189485184299,252.172927708951,253.504602509641,249.871336655982,244.650055706387,252.400581091866,252.008099482172,249.288363315802,250.784518988049,244.30478020691,249.994519362946,247.974396749682,249.902567871565
54,54,530,0,0,0,0,0,0,0,0,252.229849096319,244.68240568201,252.825888830903,251.105558602239,252.234602345698,248.33035831242,250.191441508424,250.678268324072,248.270034528057,252.011081538941,246.758889344553,251.442272565555,248.979352085262,250.571227767716,250.715003761612,246.026630929101,252.577468318743,248.632646243249,251.735222358888,251.388131962559,250.226562988649,252.576399961379,248.273498069928,250.048202993703,248.360398983332,246.243215641119,248.168575222558,247.339430804948,250.790404498595,245.744897500764,252.104009891741,252.728563296901
55,55,540,0,0,0,0,0,0,0,0,246.915580788097,251.99512422482,248.297294123136,252.513047823045,249.269358211107,255.214431154213,251.433748478839,254.831814253966,247.26626169833,252.828191097954,245.489743374126,249.270423682902,252.926433015138,251.95666743578,251.808290157357,252.665591880664,252.581381196041,242.830601830079,250.022442069172,248.562169036754,251.453161881121,249.166891478625,248.697037400868,245.57837545112,252.936840035351,250.517429595422,248.808607916576,249.052226922724,253.803448309126,249.229169192673,245.764387747711,245.212093666451
