tick,seq,t_ms,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16
12,12,110,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,226.975931689736,282.194052627129,204.1360542296,204.962543315559,191.801846308617,255.88698942028,343.370498219838,213.643109332573,254.747362714643,247.725167174251,214.794774184089,290.116211639693,181.964605529916,236.291060438291,259.629591114931,221.181105678456
13,13,120,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,244.089929036763,297.161639271676,240.681899869378,234.580029827369,235.639848330963,280.213027736049,352.145544865375,253.081536346856,280.528469567013,282.070809217801,221.191564118487,263.942419842439,238.742053115087,263.596718503281,248.315047350072,234.689605323603
14,14,130,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,227.544763466832,261.054770310529,252.847184043417,205.10733569244,214.33023720933,265.215675944839,352.841855598838,195.536793467075,201.113314454415,284.885365140738,294.553373544314,291.37970424641,285.945243746169,262.067960247747,291.234979409673,236.862637647079
15,15,140,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,236.912202950415,280.017620122114,200.102178728865,291.776044885809,301.706366124152,278.443688987444,361.893779628645,255.153986291186,332.046860284107,219.922346371344,260.539166390429,301.27536183169,331.522250465875,272.290459430176,234.822367551284,243.160676275061
16,16,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.10359167756,310.422813219978,353.148320324641,305.08775776716,270.577824100898,245.341098731826,342.879128312976,265.357557320183,227.433572083401,238.474285782185,307.616595737665,258.246716604607,320.271904226107,299.268700677054,204.948784464638,235.23222846156
17,17,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.700737219846,282.72937149916,220.858156481269,239.403826770931,271.23442313753,197.994244806924,373.772104284844,174.043072492038,279.780180395357,288.434001467382,276.41290226125,191.924741114285,268.367073480751,263.839472873535,226.877007306429,273.107304017877
18,18,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.232234588614,275.892967274642,304.595827343431,257.493020066037,281.946810020179,238.644378936637,342.129792898553,198.573760315624,238.706575769701,245.465566936684,307.836002114576,273.809859826625,247.817572116062,279.354206793242,231.664048352876,259.320525844603
19,19,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.199910541869,263.061592130777,276.70795569268,259.90376001262,179.391160931356,240.942033179571,379.573021759102,248.910816498869,266.482216466821,250.654132307603,197.625562936658,306.494001907129,216.411261996777,242.264089464381,218.029090884987,242.568164048243
20,20,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.000727929102,262.506351534024,249.834658529463,229.79084566226,277.747513298274,209.702796253071,348.767431517818,237.53526842194,241.493949260023,224.343095488637,260.244116300805,245.792706173756,314.246229012055,179.532050768227,258.379733144898,234.309449267208
21,21,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.287353524293,228.815943750422,227.531719311801,205.134891726218,317.76362149762,270.672169370911,363.496762306869,229.529594172662,242.605772389608,291.850787133116,227.182669843925,211.858547655019,238.598762373091,205.150900290001,223.981839896191,214.433195366682
22,22,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.131216264118,257.803881373603,199.150285543545,250.923348196485,263.539737977382,271.654696581928,322.945465434234,241.196918162056,220.321301732817,284.085270492316,231.00641348236,289.93697587711,249.08941003953,331.122987967405,266.325348847368,206.778422662715
23,23,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.032316662828,277.781790818759,273.940577601366,225.72425372663,214.241208849601,287.708402149199,325.534628208858,289.340611314946,275.348927572989,271.25573146019,218.637121060973,290.19908521701,265.239144815601,219.717412464979,158.815687791979,216.860731409041
24,24,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.894239003477,214.791641619134,218.145673240559,220.5048769294,232.816487262663,228.969960104777,322.412423229727,319.253792782042,275.307754100481,224.022977073993,276.937498841084,307.006608142916,212.344081300533,196.226880565517,204.689196007215,234.594189051954
25,25,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.038604481227,312.393801094761,208.825648893632,261.811793814239,287.098742571982,235.766662394822,300.849122107208,225.010221680631,265.850064986994,204.075952404034,253.088858075821,196.463120062801,215.239140730134,167.120747434458,270.778767757671,243.744488606554
26,26,250,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,240.665156335229,240.540356032182,297.827987690625,267.232469195931,271.627336257345,277.713231221351,323.238287304077,249.769960294555,289.691776072709,245.225734074822,290.642153020494,238.799907244647,231.783140593083,319.835360220949,249.641142939839,255.533315425215
27,27,260,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,246.156411569474,273.937082559298,263.82044847464,213.139493223327,233.529731889414,205.096142047875,312.274688354004,250.039261036871,255.28756097973,273.688149865041,247.423897395274,250.286432966825,248.404087809496,259.078595695536,247.732671121651,223.770838064037
28,28,270,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,224.383089257372,275.230538141609,217.803913627736,286.14219996708,216.380073978616,252.735568581771,274.100912293423,250.59419594494,269.959422506329,239.671087035644,244.435275073389,236.498873110786,320.489709342595,183.119110302724,235.699262427401,256.318825275968
29,29,280,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,219.454338988668,260.183209377891,190.212999062975,217.003503152031,173.541235045307,280.688766604744,311.896659504254,166.175886274111,216.640637202998,295.153457172028,227.708244788678,256.881186426262,261.990910322271,304.9951986707,243.251893626243,199.368212711456
30,30,290,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,229.964138624688,276.301471686408,316.676523973604,192.629543743087,236.485959506875,135.960882197249,310.361418044568,256.709223667009,251.26813224201,336.787796032102,234.362659989322,259.848172934851,114.161221787802,219.414291318131,234.024993355713,232.506320522744
31,31,300,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,303.690748540051,256.139225853943,291.141220537193,258.65466853861,220.647083871613,254.968188143579,339.689839162171,229.511844538128,205.909549021851,262.130503750174,219.799021744359,166.091448208612,217.837677504017,245.669831267557,303.817372515826,193.134322539487
32,32,310,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,233.361911079182,184.806534660755,245.832250375974,288.880204430298,332.666153151137,252.419308946256,329.678817006449,185.625727710371,287.289384579368,227.437912586724,328.059549932811,252.459088015748,256.045739528096,239.654147876063,234.952133338982,257.292666667211
33,33,320,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,252.747529677342,196.453097651029,264.514900448493,281.273199984932,237.64959237202,277.795507686055,320.484643668899,220.963763650534,239.001431399381,245.693689964857,228.742010420746,277.773498403179,238.113572911421,295.661669036856,293.74729966373,215.419591028673
34,34,330,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,198.374237096414,281.382742527594,271.655760230499,304.662851350872,241.032995837976,196.746828525691,336.262565161377,272.96487974755,242.589150417037,213.981888620718,233.120334058624,275.570026324658,297.34605688481,277.17632187229,260.45356125519,240.162509290255
35,35,340,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,281.336134671432,288.275856224971,257.221907510647,230.987851719272,248.901224448867,298.420866188978,345.422462793984,255.860450209502,283.367868550055,238.225901066709,264.467666480345,222.616611266094,225.515530495668,261.983230111059,253.888280245745,248.636817499453
36,36,350,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,216.658008852889,228.838660433745,272.465257459839,307.322568546562,215.662213846388,248.11470601714,354.754643993363,278.017371127678,270.788700364096,250.954373637726,213.232244001204,235.197520604902,257.824311226924,222.178178214036,263.930423719208,236.5578987579
37,37,360,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,210.608573226257,267.63306683112,268.174439701231,208.31972185617,246.083232721387,312.844951123352,357.490514433021,220.52273558164,224.574798990411,233.210123808482,246.148473229989,239.847205599852,233.621034277662,244.465034928838,213.672489651725,250.034922541305
38,38,370,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,234.731517767716,238.460421167219,235.240214684342,200.433902181498,315.96095280812,300.394872117258,364.725698567371,237.105618393035,276.149841216374,291.924848477174,275.563407716452,278.251157736799,253.055122539613,284.491798710374,193.801118950338,213.947836776374
39,39,380,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,273.356193108025,230.548182363465,273.417600042017,255.546611471186,263.59573251145,189.109148298891,366.887963373668,243.294283100548,245.863828290038,276.229146391982,220.121204578943,252.894769080597,244.823499462176,227.880293469885,282.855063794323,235.719829641356
40,40,390,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,236.361172476165,193.699378134654,187.244471964163,338.471978019877,286.431737428606,330.686880541912,350.917115731552,242.081387961998,293.369044797892,237.894825628951,265.587725982429,270.361573769392,246.449505069084,272.493023600806,245.992511455754,246.355399717279
41,41,400,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,273.549548140558,241.370586470501,330.925396738849,268.295635846018,171.242908310301,225.344095822663,391.921472690864,316.465874502969,205.495352650077,266.643205275147,217.340755947219,290.536369304058,246.44835674204,232.600673753096,293.34428579099,201.529449773678
42,42,410,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,313.987639432667,333.345688971479,212.37781485305,174.862971543769,256.126433302704,234.55869999907,380.813620234274,298.503847739108,231.613482337195,265.918618801542,227.227234152486,274.751208157701,284.45135466009,221.088204014455,236.783799922788,260.884199286188
43,43,420,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,256.976202290931,225.097127470088,203.186066570124,293.199913003968,274.458744766151,276.042897497568,370.788788418364,245.892577702833,257.481355228809,261.863539794969,312.748332354042,224.165070073189,256.841300757253,232.632335678381,217.820578853091,281.739901400413
44,44,430,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,199.855804908696,295.854346935683,216.956886655368,313.274176849044,258.383012621914,240.121442487358,395.878359673746,253.081510691765,208.256705718392,236.443546074225,257.700520086487,222.485095656008,214.840326401974,233.815901678307,287.884802845111,202.628335764548
45,45,440,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,232.995428563765,255.811430656427,277.490093905577,168.336680945396,209.824899678896,222.958772417004,395.143859952634,218.327444906256,187.430256902365,304.74947030613,352.672227069682,192.637015069752,306.820962404465,279.848693801537,250.742314656379,251.494388588187
46,46,450,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,288.616529473032,234.041126417217,199.265553187289,189.350750004422,283.968380231705,224.2361445406,405.542483288061,248.571712343017,221.939806059318,302.179175882939,242.962668943322,217.344257592077,270.285251544033,177.045831075301,258.330263070962,269.290275730318
47,47,460,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,305.604726586054,206.301785228813,265.780013551781,297.911355618242,252.570148468208,279.773640019938,396.614822743351,305.038407714124,204.542845928922,250.177371897487,251.707221177729,296.917431679615,263.526552983321,265.722377766038,286.680005703626,217.503018081892
48,48,470,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,280.951999185068,273.088505300081,239.982357495772,266.99709985857,270.286381447797,217.850857546072,407.188310025801,252.954600834628,203.387890081657,231.792336069365,281.451281099412,227.135654960014,215.241432268035,298.107613917106,255.660409974942,201.809203788056
49,49,480,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,289.557244662804,239.568782430591,178.708045432661,270.909177636195,264.415493551356,250.197425095257,385.480704618795,209.792874486839,278.131797965545,235.301843961128,213.699404836188,246.667817683473,249.447100088342,209.938192716599,203.12888173202,233.492018512562
50,50,490,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,274.159280901058,228.734865328397,261.64904637391,267.028487741715,245.799095314917,258.926933683134,407.77190531399,225.797322627924,279.306345498467,238.88183728917,252.280999345221,217.053125966785,159.282532895037,286.148323494703,229.583043996285,217.114617261606
51,51,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.495301978322,259.643431416433,247.56553669226,230.574061297484,262.766508025652,324.126945467314,398.54162398099,283.027108672562,298.04552066302,248.572693162478,228.086457836142,296.907951058913,281.79592036671,261.723528333288,207.593352392465,171.695146670453
52,52,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.54990637004,249.407680763504,193.65991680649,230.892149664642,269.023133297538,242.834424387345,402.903335294461,240.963629781656,227.501157606456,245.594733144779,291.349644338931,256.696154083353,260.959585536467,317.215818898722,339.993129809374,312.941610823959
53,53,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.857897349323,323.343738156554,325.210604013648,239.196105436485,270.556959973427,260.390782090848,409.475408069921,203.788073111064,281.856516026437,235.521106464134,236.974015767808,245.635400672683,320.932828037675,250.690814306539,272.166694678725,268.975167801361
54,54,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.96562892723,247.089319159937,299.807720551995,270.413065994502,256.053858357511,264.974390330758,380.399092489197,209.188496139833,215.107465167212,225.627534839281,231.063673867566,249.123164367302,213.820820036216,263.6761572189,233.722663743341,235.871636779288
55,55,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.210423745262,209.372312742409,199.120351118937,295.618188646343,246.71947943919,269.825573812686,383.862486654255,267.938935770135,232.593973177795,230.869082626258,259.382062042609,238.518740970246,210.280839734858,255.36220085736,200.374223311431,246.652744053165
56,56,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.464974984142,322.120887667977,253.626490608048,277.535950213038,289.595818644866,277.8685909249,367.302066843723,260.561102516448,222.962385515084,263.21950041469,183.738033185148,232.741231755522,256.653000625287,267.042610614744,295.145654031075,266.697349972022
57,57,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.037543196416,211.916761841068,252.211126750539,258.010959064606,245.608339923949,251.871882348874,344.058247290786,211.86335588665,266.554641216162,324.057674674207,271.045849771891,243.685333477878,260.345309675477,186.55300176258,246.847345875452,232.839957852804
58,58,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.865952584413,219.796757593038,270.781382184579,277.237451968103,271.572335606616,242.120675467263,356.068162870285,241.023540314661,304.29403104221,231.033702617417,227.122155341226,224.071210665818,223.324291699228,301.567171439321,260.028851269694,261.547827721235
59,59,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.896923648676,299.011031008838,209.128463470624,239.394922146539,263.186562199987,214.335894517955,353.796942572026,235.490563865546,226.11133832146,281.935535358313,236.999429419464,249.283793577153,261.034072276956,254.89899126467,330.456275553087,215.765456953992
60,60,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.85224610876,256.54949274147,273.963834048656,251.010757442773,270.616415663429,292.740752269148,332.279624594428,290.049340678706,234.788364376833,175.710145070769,253.374918620545,237.756417124317,254.945169263418,229.696679559605,305.29272162907,279.655083638204
61,61,600,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,234.681017547192,246.104759389177,277.461121465068,207.397202568049,175.296547503549,204.333436833972,339.49202247329,274.099332762401,203.294664868531,254.623802983482,278.558559439932,253.871976140065,212.125325959593,214.123961061277,232.42650107141,256.576511532714
62,62,610,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,323.983213726484,255.284948367681,208.489543278031,311.82107920152,201.976188568901,276.138136492815,314.895549225071,320.332244283036,300.802059262875,243.075953999013,278.814818268897,254.842373423216,195.99397247371,328.132157419319,210.004183527084,261.804189603338
63,63,620,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,293.329437607634,288.4477388072,327.315521950265,144.627127593459,295.090761455223,230.292136314682,320.466483580956,245.157873529461,229.060954165259,248.077833595524,289.397767625872,249.122619096855,254.360098271953,214.862384768137,218.991497947114,244.071618972903
64,64,630,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,261.335743057264,261.666620001149,215.668594411099,238.629455743183,210.093844454249,253.21976929495,327.011016915118,292.488334987518,247.728768381289,234.962306462362,273.132742520587,245.647710931925,294.338258568925,282.706591520205,222.339458695446,285.399283957816
65,65,640,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,277.31170132981,240.993114833217,189.171743243669,289.478876435756,257.144006708522,190.115882708006,322.670355916035,226.61968517899,341.263758602886,265.402008136359,230.467491124925,260.797882321949,256.174669285077,259.798992353419,267.746502733246,166.519819619027
66,66,650,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,305.204124550196,264.790997342924,238.725945174982,277.460358810299,175.45267332138,212.994902009769,321.202096420188,215.328702885482,244.147127883576,245.43024765483,235.484365560656,271.843748886761,237.023506135323,210.018694364649,291.040719989323,249.004502378568
67,67,660,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,208.638324687429,264.250989512239,190.511723925297,180.678368869408,271.624164836022,216.866869242172,354.741871474836,246.2696783018,248.414389423169,241.468137118255,268.222281328648,278.379771701225,274.817354106312,209.093104153139,300.62595672304,244.487988347882
68,68,670,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,222.223615128423,254.149560221104,222.244367943611,157.047270166494,186.51346266401,280.176829431604,347.371560610057,318.749452551429,266.252954107181,239.99960472549,251.790876197477,245.520163618741,292.653193885458,312.572253506445,217.534095692291,260.716905313296
69,69,680,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,207.757693065943,234.53068034725,236.675699271073,284.870064440701,193.991572117651,257.235810680242,332.437212922274,247.664306649239,193.818479958494,333.248326328374,265.248742170041,193.271953254717,252.284001101305,190.542232479028,269.077752844089,239.445457770681
70,70,690,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,273.95902550235,215.027568016776,233.022833075734,254.150556955,193.484368768244,246.739402947589,358.987226778378,207.020576825029,211.516707632983,183.546629202393,217.905529694621,242.45221712016,254.422710723448,265.253427968228,260.110417752568,262.238898687003
71,71,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.04287752196,226.044258005583,269.051518648806,295.436627500695,205.277045845399,275.43855425431,356.054056671263,215.995880544872,308.841925318652,240.413659216705,226.547229633631,223.554887472902,279.27064680718,294.15041310848,305.895209528137,179.013236994639
72,72,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.493688684703,267.899966529145,277.082648707246,250.628290842955,295.674661918443,248.54373646217,382.456589717994,263.774225699732,224.56367572716,218.259938927694,192.467916716231,254.071544834244,260.058660656476,198.497463329636,303.373231806369,250.002966221518
73,73,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.143645079643,239.724559345819,210.189489449519,295.731926227818,231.059462154711,256.311139518834,362.840385080079,236.653839449492,203.909374705767,271.76168743404,201.207519162916,234.781808411773,237.623398811587,288.047457084989,314.442979006011,265.047708076112
74,74,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.176478052106,244.715214259378,310.604265335219,265.896384877382,167.31352435776,268.408165942032,361.681971782167,312.413330604696,223.211406254684,234.053412932748,240.605078208387,244.795147116495,263.402929157424,230.515748907556,197.346457429451,229.078928421139
75,75,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.197947480801,315.80455485926,226.234918487859,230.132007873203,184.442158288918,236.832027552343,338.522813603284,217.084712378812,259.726854353011,255.511209636527,225.455359252597,276.566005139337,202.213657683086,183.235375194104,218.789051221766,223.008432759808
76,76,750,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,285.416763775958,241.905524499084,209.115803470456,230.320500001739,216.344488674373,180.628519134181,337.974488254138,224.269081749782,257.284607675952,273.361263204817,274.920130143551,228.477428714922,255.316726427658,217.528440314389,220.591221641234,303.248043808905
77,77,760,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,219.330489899789,286.986893361139,218.074268036959,229.973346323011,244.850088239557,280.337638968298,356.270349762937,222.817926055614,355.921450508817,236.58389059435,255.444374680895,256.379162053687,298.593411931444,264.934074263931,211.018119970253,274.457489447203
78,78,770,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,203.790364515795,178.435189167901,261.87326961908,228.184272273812,268.098755711161,310.442868842616,324.30146061187,267.513271203588,202.145779024536,235.217176771099,203.540647677399,230.00098041873,277.854372380804,231.999600327708,232.822633443184,307.005691680734
79,79,780,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,254.256572041615,231.695756489649,282.54207247765,257.501013026728,243.101366940459,221.157096830889,351.602699682448,236.192294656326,238.813520889978,314.306344636906,167.363910935955,221.496244995362,236.77588045303,286.809026371281,204.879402458449,180.426001322525
80,80,790,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,295.130989172659,205.763485341622,205.627254950481,263.977033748521,257.069704221959,306.377524726602,354.142482959007,202.545207495851,222.767944509218,258.385153693102,181.816193778197,145.920728986627,253.571319039293,239.869320465913,261.310141342344,219.553494455061
81,81,800,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,258.497840377371,251.582173598374,228.667880770702,261.19601566821,282.380157565231,218.499505857199,352.345116610457,277.154680719102,310.43415087448,268.308840488766,323.560438818372,239.749968698407,231.7487523346,230.000526782205,251.397406272517,246.314342343024
82,82,810,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,283.49263908172,263.229024370025,209.509144953579,198.422494468876,228.448379793708,247.3821117643,339.204995049241,322.496767534703,272.741275922974,237.261335718723,254.317396255993,277.221723857629,233.347971480542,272.022152305015,300.21554895394,216.859669386422
83,83,820,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,243.316688598592,264.054177679534,255.073449659539,273.591308301111,272.286431553465,259.301596808353,354.577419191489,285.492924134096,241.84096457564,226.365276868492,249.367897485204,251.456661981553,215.439804192571,264.595008155478,183.467445982285,222.2729913513
84,84,830,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,253.110776429495,261.096931228931,216.418437515474,257.262426542489,223.374919460506,213.1791411436,362.50252893909,244.135857145992,267.333404220486,244.841014372315,300.145824452043,238.611206030714,223.473281154375,274.088018962964,162.271683146166,201.691914441396
85,85,840,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,234.520782714562,329.336317188456,226.656818815568,234.664840067256,198.147480865654,214.926637227931,376.564397777036,285.171897891955,270.787138534939,334.030237473877,155.117975735362,289.530859317551,228.136378287764,282.75019960239,205.364073365803,286.115331828945
86,86,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.747309051699,306.957616845035,288.719250340869,217.000677894996,303.91460433436,250.862333873519,348.40496666089,204.114421201266,300.895918938118,222.246799356282,128.85684784504,282.784902251648,277.825687016606,245.360275654784,270.864365783696,234.36518353154
87,87,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.64412671672,238.806071348354,234.18420658511,278.282269690901,253.63184869131,218.264405173741,376.866155392435,295.752887044248,270.157418219432,156.096395344312,254.076630985333,245.587181328323,317.532087652812,271.029391420026,319.55144589988,252.459586708706
88,88,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.986573585573,181.88073305745,269.352315418835,234.971271693435,316.172875449312,200.602457451114,366.766705018679,281.559030655463,320.393164889351,235.767888343005,260.90533399911,261.59057656459,162.462851630349,318.231500613127,210.195456070659,264.133255902426
89,89,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.137622737879,262.221507459616,275.941830221019,211.62217696615,241.727346581121,226.480953526036,359.235353916919,254.734501041789,220.939383929029,289.833487986445,220.796238620449,265.410020090357,242.519500590608,217.72421064565,299.636884030288,257.603243197386
90,90,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.99466751506,241.700691331137,261.120074820714,269.233645506011,184.112428413274,218.95116499823,369.228924469192,269.804823416793,297.341040056352,164.919279836505,254.690623302485,194.273892868436,248.796778236638,226.380904718081,259.343103708614,259.696577971043
91,91,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.099081797506,236.88655455771,246.533121362498,307.725026148371,215.088341202726,202.711633259418,357.084414785041,267.611273673548,248.71155921234,232.292178507588,253.898929154234,242.504126895429,202.984219012973,257.055476826939,244.895590647184,287.717580159645
